_step,critic/scores/stem_web/std,critic/scores/codegen__taco/min,response_length/codegen__livecodebench/clip_ratio,critic/scores/codegen__leetcode2k/mean,response_length/simulation__barc/min,response_length/math__merged_deduped_dapo_or1_dataset/min,response_length/codegen__primeintellect/mean,critic/scores/stem_web/mean,response_length/simulation__codeio/mean,critic/rewards/max,response_length/codegen__livecodebench/min,critic/scores/table__multihier/mean,response_length/stem_web/max,response_length/codegen__taco/clip_ratio,response_length/math__deepscaler_preview/min,response_length/simulation__arcagi1/mean,response_length/codegen__taco/mean,response_length/codegen__livecodebench/max,response_length/stem_web/clip_ratio,critic/scores/table__hitab/min,critic/scores/simulation__arcagi1/min,response_length/codegen__leetcode2k/max,response_length/math__deepscaler_preview/clip_ratio,critic/scores/table__multihier/max,critic/scores/codegen__primeintellect/min,critic/scores/simulation__arcagi2/max,critic/scores/logic__zebra_puzzle_dataset/min,response_length/logic__zebra_puzzle_dataset/clip_ratio,critic/scores/logic__zebra_puzzle_dataset/std,critic/scores/stem_web/max,response_length/stem_web/mean,response_length/math__merged_deduped_dapo_or1_dataset/mean,critic/scores/math__merged_deduped_dapo_or1_dataset/min,response_length/simulation__arcagi1/min,response_length/table__hitab/mean,critic/scores/math__deepscaler_preview/std,critic/scores/codegen__taco/mean,critic/scores/codegen__leetcode2k/max,response_length/logic__ordering_puzzle_dataset/clip_ratio,response_length/codegen__livecodebench/mean,critic/scores/simulation__barc/min,critic/scores/codegen__primeintellect/std,response_length/simulation__arcagi2/max,response_length/logic__ordering_puzzle_dataset/mean,critic/scores/stem_web/min,response_length/mean,response_length/table__multihier/mean,critic/scores/simulation__barc/mean,response_length/simulation__barc/max,critic/scores/math__merged_deduped_dapo_or1_dataset/max,critic/rewards/mean,critic/scores/math__deepscaler_preview/mean,response_length/logic__graph_logical_dataset/mean,critic/scores/logic__graph_logical_dataset/min,critic/scores/logic__zebra_puzzle_dataset/mean,response_length/codegen__leetcode2k/min,critic/scores/logic__graph_logical_dataset/max,critic/scores/table__multihier/min,critic/scores/codegen__primeintellect/max,response_length/simulation__codeio/clip_ratio,critic/scores/simulation__arcagi2/std,response_length/simulation__arcagi1/max,critic/scores/simulation__barc/std,critic/scores/logic__ordering_puzzle_dataset/std,response_length/logic__zebra_puzzle_dataset/min,critic/scores/codegen__livecodebench/std,response_length/table__hitab/max,response_length/simulation__barc/clip_ratio,critic/scores/codegen__taco/max,critic/scores/codegen__leetcode2k/min,critic/scores/table__hitab/mean,critic/scores/logic__ordering_puzzle_dataset/mean,critic/scores/simulation__codeio/mean,response_length/logic__graph_logical_dataset/clip_ratio,response_length/simulation__barc/mean,response_length/table__multihier/min,response_length/codegen__leetcode2k/mean,response_length/simulation__arcagi2/mean,response_length/simulation__codeio/min,response_length/simulation__codeio/max,critic/rewards/min,response_length/logic__zebra_puzzle_dataset/max,critic/scores/codegen__livecodebench/max,critic/scores/codegen__taco/std,critic/scores/codegen__livecodebench/min,critic/scores/math__deepscaler_preview/min,response_length/simulation__arcagi2/clip_ratio,response_length/codegen__leetcode2k/clip_ratio,response_length/table__multihier/max,critic/scores/simulation__arcagi1/std,response_length/math__merged_deduped_dapo_or1_dataset/clip_ratio,response_length/codegen__taco/max,response_length/min,response_length/logic__ordering_puzzle_dataset/min,critic/scores/codegen__leetcode2k/std,critic/scores/math__merged_deduped_dapo_or1_dataset/std,critic/scores/math__merged_deduped_dapo_or1_dataset/mean,response_length/logic__zebra_puzzle_dataset/mean,critic/scores/table__hitab/std,critic/scores/table__multihier/std,response_length/table__hitab/clip_ratio,response_length/logic__graph_logical_dataset/max,response_length/simulation__arcagi2/min,response_length/simulation__arcagi1/clip_ratio,critic/scores/simulation__arcagi1/max,response_length/codegen__taco/min,critic/scores/simulation__arcagi2/min,response_length/logic__ordering_puzzle_dataset/max,critic/scores/simulation__arcagi2/mean,response_length/stem_web/min,response_length/table__multihier/clip_ratio,critic/scores/simulation__codeio/min,critic/scores/codegen__primeintellect/mean,critic/scores/logic__graph_logical_dataset/std,response_length/math__deepscaler_preview/max,response_length/clip_ratio,response_length/codegen__primeintellect/clip_ratio,critic/scores/logic__ordering_puzzle_dataset/min,response_length/logic__graph_logical_dataset/min,critic/scores/simulation__arcagi1/mean,critic/scores/logic__graph_logical_dataset/mean,response_length/math__merged_deduped_dapo_or1_dataset/max,critic/scores/simulation__codeio/std,critic/scores/math__deepscaler_preview/max,critic/scores/codegen__livecodebench/mean,critic/scores/logic__zebra_puzzle_dataset/max,response_length/max,critic/scores/simulation__codeio/max,response_length/math__deepscaler_preview/mean,critic/scores/simulation__barc/max,critic/scores/table__hitab/max,response_length/table__hitab/min,critic/scores/logic__ordering_puzzle_dataset/max,response_length/codegen__primeintellect/min,response_length/codegen__primeintellect/max,run_id,run_created_at,run_name
76,0.4729761481285095,0,0.0,0.6979166865348816,138,238,353.24835205078125,0.3373579680919647,524.6868286132812,1,348,0.70652174949646,8192,0.0,192,599.5208129882812,309.3450012207031,782,0.0007102272938936949,0,0,867,0.0,1,0,0,0.0,0.0,0.20188260078430176,1,1076.7528076171875,1003.0751953125,0,72,141.314453125,0.4668020009994507,0.5899999737739563,1,0.0,460.96875,0,0.45906466245651245,1067,543.4046020507812,0,627.8194580078125,294.875,0.07187499850988388,3836,1,0.45826995372772217,0.3194444477558136,414.6948547363281,0,0.5982263088226318,245,1,0,1,0.0019736841786652803,0.0,2105,0.2586853504180908,0.47408753633499146,131,0.507007360458374,582,0.0,1,0,0.87109375,0.3388157784938812,0.5986841917037964,0.0036764706019312143,499.75,104,443.8645935058594,529.7291870117188,93,8192,0,5532,1,0.49244925379753113,0,0,0.0,0,6875,0.33421868085861206,0.0021186440717428923,717,56,296,0.46157148480415344,0.3772411346435547,0.17161017656326294,813.0924072265625,0.33525988459587097,0.45597562193870544,0.0,8192,160,0.0,1,93,0,4394,0.0,80,0.0,0,0.3009868562221527,0.42027774453163147,5690,0.0008544921875,0.0,0,67,0.125,0.22794117033481598,8192,0.49032601714134216,1,0.53125,1.0,8192,1,1023.548583984375,1,1,56,1,138,1188,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
78,0.47160106897354126,0,0.0,0.46875,93,156,340.10992431640625,0.3333333432674408,686.402099609375,1,211,0.670258641242981,8192,0.0,207,453.5416564941406,365.0425109863281,495,0.0008333333535119891,0,0,656,0.0024038462433964014,1,0,1,0.0,0.0,0.20109714567661285,1,1170.69921875,1216.5357666015625,0,89,194.8983154296875,0.47225502133369446,0.3987500071525574,1,0.0,333.9166564941406,0,0.4930438995361328,689,489.671875,0,676.4031982421875,277.72198486328125,0.15340909361839294,4516,1,0.4616817831993103,0.33413460850715637,560.8933715820312,0,0.606553852558136,157,1,0,1,0.008283132687211037,0.4787135422229767,1081,0.3608943819999695,0.4760620892047882,173,0.5048523545265198,6047,0.0,1,0,0.8470149040222168,0.345703125,0.5195783376693726,0.007352941203862429,466.3011474609375,137,390.9270935058594,318.1875,94,8192,0,6394,1,0.48994743824005127,0,0,0.0,0,567,0.0,0.0012755101779475808,5819,59,187,0.5016420483589172,0.44832974672317505,0.2780612111091614,790.1749877929688,0.3601411283016205,0.470626562833786,0.0,8192,97,0.0,0,122,0,5326,0.6875,350,0.0,0,0.4137931168079376,0.48202720284461975,8192,0.001953125,0.0,0,64,0.0,0.3639705777168274,8192,0.4998047649860382,1,0.5208333134651184,1.0,8192,1,1400.5384521484375,1,1,59,1,125,970,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
79,0.45582255721092224,0,0.0,0.875,91,289,376.179443359375,0.2941919267177582,617.625732421875,1,237,0.7105262875556946,6251,0.0,174,660.5625,343.21875,586,0.0,0,0,647,0.001953125,1,0,1,0.0,0.0,0.20427106320858002,1,1129.2581787109375,1214.2984619140625,0,296,142.96292114257812,0.4734536409378052,0.431547611951828,1,0.0,356.0,0,0.45343175530433655,7587,575.5463256835938,0,676.50732421875,285.3782958984375,0.11029411852359772,6312,1,0.42615950107574463,0.337890625,276.1141357421875,0,0.5846832990646362,194,1,0,1,0.0021551724057644606,0.41217008233070374,1171,0.31383344531059265,0.4727640450000763,182,0.2961445748806,924,0.0,1,0,0.8389830589294434,0.33564814925193787,0.4612068831920624,0.0027173913549631834,447.1507263183594,86,399.4750061035156,560.75,120,8192,0,6087,1,0.49566105008125305,0,0,0.0,0,5033,0.507007360458374,0.0015625000232830644,890,59,153,0.33280548453330994,0.42096084356307983,0.22968749701976776,840.3875122070312,0.3677414059638977,0.45426586270332336,0.0,8192,66,0.0,1,120,0,5252,0.2142857164144516,137,0.0,0,0.28830644488334656,0.49100425839424133,8192,0.000732421875,0.0,0,79,0.46875,0.4021739065647125,8192,0.4986719787120819,1,0.09375,1.0,8192,1,1190.01953125,1,1,59,1,149,1332,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
80,0.4764878749847412,0,0.0,0.578125,84,304,339.17254638671875,0.3478618562221527,625.8375244140625,1,245,0.7583333253860474,7158,0.0,189,1105.5625,377.5874938964844,606,0.0,0,0,687,0.0013888889225199819,1,0,0,0.0,0.0,0.24598562717437744,1,1125.7376708984375,1261.3839111328125,0,307,173.0307159423828,0.47413188219070435,0.5160714387893677,1,0.0,389.4583435058594,0,0.4962425231933594,1182,457.0133972167969,0,676.4129638671875,271.6520690917969,0.171875,2650,1,0.4501534104347229,0.3402777910232544,388.5494689941406,0,0.700272798538208,183,1,0,1,0.000735294132027775,0.0,2146,0.3780107796192169,0.49460574984550476,164,0.3766217827796936,8192,0.0,1,0,0.8389830589294434,0.4196428656578064,0.43455880880355835,0.0078125,478.62109375,71,409.296875,482.859375,106,8192,0,7111,1,0.500188410282135,0,0,0.0,0,834,0.0,0.0,1443,59,145,0.49776285886764526,0.42029133439064026,0.2287946492433548,707.9471435546875,0.3677414059638977,0.4285399317741394,0.0010593220358714461,8192,100,0.0,0,119,0,1398,0.0,184,0.0,0,0.43614131212234497,0.4729333519935608,8192,0.000732421875,0.0,0,71,0.0,0.3359375,6997,0.4958812892436981,1,0.1666666716337204,1.0,8192,1,1116.112548828125,1,1,59,1,118,886,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
82,0.4683810770511627,0,0.0,0.675000011920929,82,298,397.3982238769531,0.3246173560619354,578.403076171875,1,190,0.6940789222717285,6323,0.0,238,307.0625,330.52197265625,640,0.0,0,0,1079,0.0,1,0,0,0.0,0.0,0.17169956862926483,1,1172.8546142578125,1195.8497314453125,0,173,160.0625,0.4923659563064575,0.42905405163764954,1,0.0,372.6458435058594,0,0.4863456189632416,919,529.7083129882812,0,682.7122802734375,290.7598571777344,0.2946428656578064,8192,1,0.43621307611465454,0.40909090638160706,404.56817626953125,0,0.532838761806488,187,1,0,1,0.0,0.0,1232,0.45656195282936096,0.496940016746521,254,0.4490928649902344,4760,0.0029761905316263437,1,0,0.8299180269241333,0.43981480598449707,0.4311797618865967,0.017045455053448677,438.5803527832031,130,416.51873779296875,354.09375,117,7832,0,5394,1,0.4953596293926239,0,0,0.0,0,2328,0.1767766922712326,0.0010964912362396717,798,65,207,0.46984541416168213,0.3957069516181946,0.1940789520740509,858.3507080078125,0.3758974075317383,0.46155619621276855,0.0,8192,136,0.0,1,99,0,4374,0.0,132,0.0,0,0.3821428716182709,0.4967426359653473,5893,0.0006103515625,0.0,0,84,0.03125,0.4318181872367859,8192,0.4954151213169098,1,0.2708333432674408,1.0,8192,1,1069.21875,1,1,65,1,111,4931,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
83,0.4713161587715149,0,0.0,0.625,85,189,337.0625,0.3325892984867096,609.4441528320312,1,167,0.6432291865348816,6250,0.0,325,362.15625,368.5897521972656,617,0.0,0,0,709,0.0,1,0,1,0.0,0.0,0.18756486475467682,1,1106.21875,1333.1021728515625,0,112,140.2325439453125,0.45619216561317444,0.4086538553237915,1,0.0,363.0208435058594,0,0.4946496784687042,1220,543.7718505859375,0,671.6822509765625,274.7161560058594,0.2161458283662796,5765,1,0.43769198656082153,0.29374998807907104,580.1306762695312,0,0.6320205330848694,237,1,0,1,0.0033244681544601917,0.5080004930496216,1386,0.41215190291404724,0.4879423975944519,204,0.4684174358844757,619,0.0,1,0,0.859375,0.38749998807907104,0.4202127754688263,0.034090910106897354,381.0025939941406,91,416.84375,432.875,91,8192,0,6057,1,0.4919794499874115,0,0,0.0,0,942,0.5080004930496216,0.0009920635493472219,1493,58,191,0.4866642653942108,0.4041628837585449,0.2053571492433548,869.4241333007812,0.34779417514801025,0.47967132925987244,0.0,8192,91,0.0,1,102,0,2057,0.5,163,0.0,0,0.4243420958518982,0.4648348391056061,6509,0.00146484375,0.0,0,64,0.5,0.3125,8192,0.49375712871551514,1,0.3125,1.0,8192,1,1132.015625,1,1,58,1,123,792,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
86,0.47778570652008057,0,0.0,0.7291666865348816,120,234,366.6953125,0.35208332538604736,518.469970703125,1,129,0.711309552192688,8192,0.0,175,738.34375,341.51190185546875,243,0.0006944444612599909,0,0,992,0.008064515888690948,1,0,0,0.0,0.0,0.2518283724784851,1,1184.1861572265625,1256.4451904296875,0,95,128.26785278320312,0.48300793766975403,0.431547611951828,1,0.0,175.1875,0,0.4907488226890564,600,434.9673767089844,0,725.00146484375,287.3839416503906,0.2524038553237915,8192,1,0.4587208330631256,0.36895161867141724,671.5382080078125,0,0.5892230868339539,240,1,0,1,0.002435064874589443,0.0,1501,0.4349147379398346,0.5002073049545288,226,0.0,1301,0.0024038462433964014,1,0,0.9315476417541504,0.47826087474823,0.5219155550003052,0.0347222238779068,430.59375,147,494.3958435058594,223.78125,83,8192,0,3726,0,0.49566105008125305,0,0,0.0,0,743,0.0,0.0017123287543654442,843,51,164,0.4490928649902344,0.3952053487300873,0.19349315762519836,819.8046875,0.25264593958854675,0.4538295567035675,0.0,8192,94,0.0,0,98,0,994,0.0,164,0.0,0,0.4010416567325592,0.48670876026153564,8192,0.0025634765625,0.0,0,68,0.0,0.3819444477558136,8192,0.49972233176231384,1,0.0,1.0,8192,1,1475.3004150390625,1,1,51,1,112,812,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
88,0.4732971787452698,0,0.0,0.6875,74,260,302.20623779296875,0.3383152186870575,624.7567138671875,1,318,0.6176470518112183,8192,0.0,316,490.75,340.4678955078125,578,0.0006793478387407959,0,0,874,0.0,1,0,0,0.0,0.0,0.20229916274547577,1,1235.6480712890625,1235.3426513671875,0,292,140.28350830078125,0.3636608421802521,0.27702704071998596,1,0.0,466.625,0,0.4978828430175781,728,520.6085815429688,0,698.9630126953125,265.1323547363281,0.11141304671764374,5121,1,0.4574078321456909,0.15625,219.0078125,0,0.6697946786880493,243,1,0,1,0.0022321429569274187,0.0,1917,0.31507131457328796,0.5004340410232544,141,0.5123475193977356,498,0.0,1,0,0.8215579986572266,0.4802631437778473,0.5476190447807312,0.0,351.290771484375,75,497.6499938964844,524.75,111,8192,0,7354,1,0.4479084014892578,0,0,0.0,0,600,0.0,0.0052083334885537624,815,58,226,0.46643680334091187,0.41432124376296997,0.21979166567325592,804.4571533203125,0.38305792212486267,0.48685789108276367,0.0,1006,359,0.0,0,116,0,1346,0.0,270,0.0,0,0.550000011920929,0.45510825514793396,6376,0.0010986328125,0.0,0,78,0.0,0.2890625,8192,0.49791252613067627,1,0.4375,1.0,8192,1,1343.362548828125,1,1,58,1,76,900,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
90,0.4788476228713989,0,0.0,0.6979166865348816,94,230,348.3974304199219,0.35555556416511536,684.4176635742188,1,206,0.640625,8192,0.0,249,430.17498779296875,330.8263854980469,522,0.0020833334419876337,0,0,711,0.001953125,1,0,1,0.0,0.0,0.2040156126022339,1,1176.98681640625,1332.0716552734375,0,85,164.60049438476562,0.4970405399799347,0.5034722089767456,1,0.0,333.7708435058594,0,0.4857282340526581,1202,504.9930419921875,0,710.0770263671875,263.5677185058594,0.2317708283662796,8192,1,0.46608009934425354,0.44140625,483.85546875,0,0.6012694835662842,222,1,0,1,0.0030487803742289543,0.14433756470680237,971,0.4225139021873474,0.5002362728118896,326,0.4490928649902344,8192,0.0026041667442768812,1,0,0.8615196347236633,0.5185185074806213,0.44054877758026123,0.0234375,457.359375,96,413.9166564941406,521.4166870117188,108,8192,0,2599,1,0.5004225373268127,0,0,0.0,0,759,0.3018927574157715,0.009114583022892475,6382,63,210,0.46157148480415344,0.4726249575614929,0.3359375,884.1466064453125,0.34561532735824585,0.48044323921203613,0.0024509804788976908,8192,69,0.0,1,120,0,6174,0.02083333395421505,126,0.0,0,0.3798076808452606,0.48298245668411255,8192,0.0029296875,0.0,0,86,0.10000000149011612,0.3671875,8192,0.49664226174354553,1,0.7291666865348816,1.0,8192,1,1087.830078125,1,1,63,1,153,3665,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
94,0.46456944942474365,0,0.0,0.6000000238418579,71,187,341.8151550292969,0.31470587849617004,533.7413940429688,1,203,0.6911764740943909,8192,0.0,261,484.875,361.8492736816406,786,0.000735294132027775,0,0,782,0.0,1,0,1,0.2380952388048172,0.0,0.20698316395282745,1,1165.6683349609375,1235.3388671875,0,92,147.3377227783203,0.4527217745780945,0.39338234066963196,1,0.0,317.5,0,0.49256446957588196,762,493.56561279296875,0,653.3782958984375,273.20587158203125,0.25,8192,1,0.44447898864746094,0.2861842215061188,591.6875,0,0.6697503328323364,225,1,0,1,0.0030637255404144526,0.4472135901451111,4469,0.4336022436618805,0.4991273880004883,184,0.0,8192,0.008152173832058907,1,0,0.8497806787490845,0.4593749940395355,0.4889705777168274,0.046875,557.2418212890625,123,417.0874938964844,444.0625,53,8192,0,2164,0,0.488800048828125,0,0,0.0,0,6954,0.0,0.0054824561811983585,868,53,185,0.49298882484436035,0.43759429454803467,0.257675439119339,791.1875,0.35748228430747986,0.4628598093986511,0.0010964912362396717,8192,172,0.0,0,152,0,1162,0.25,177,0.0,0,0.41223403811454773,0.40390563011169434,6129,0.0025634765625,0.0,0,75,0.0,0.203125,8192,0.5000315308570862,1,0.0,1.0,8192,1,965.3289184570312,1,1,62,1,93,772,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
96,0.48059242963790894,0,0.0,0.5833333134651184,83,308,317.3323974609375,0.36137819290161133,623.486083984375,1,225,0.782608687877655,7819,0.0,269,736.25,341.11151123046875,474,0.0,0,0,791,0.009999999776482582,1,0,1,0.0,0.0,0.22700126469135284,1,1170.346923828125,1283.8116455078125,0,373,158.884765625,0.48536863923072815,0.5183823704719543,1,0.0,364.0625,0,0.4906482696533203,1052,470.0218811035156,0,687.862548828125,253.6521759033203,0.4312500059604645,8192,1,0.4722690284252167,0.3774999976158142,731.5183715820312,0,0.6516706943511963,218,1,0,1,0.0069444444961845875,0.5080004930496216,1421,0.49602654576301575,0.4964509606361389,265,0.5080004930496216,5422,0.012500000186264515,1,0,0.8662109375,0.43437498807907104,0.4253472089767456,0.04411764815449715,465.61248779296875,99,443.0729064941406,301.9375,93,8192,0,2546,1,0.49996840953826904,0,0,0.0,0,552,0.0,0.008802817203104496,4421,55,245,0.4955946207046509,0.4352182149887085,0.2535211145877838,849.96484375,0.3405918776988983,0.41303256154060364,0.0,8192,108,0.0,0,97,0,1189,0.5,281,0.0,0,0.4019886255264282,0.4495373070240021,8192,0.004638671875,0.0,0,71,0.0,0.27941176295280457,8192,0.4946102797985077,1,0.5,1.0,8192,1,1120.81494140625,1,1,55,1,102,1592,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
97,0.4895842671394348,0,0.0,0.8055555820465088,111,158,347.61041259765625,0.39759036898612976,678.3067016601562,1,151,0.6415441036224365,6999,0.0,256,615.3125,304.80377197265625,593,0.0,0,0,829,0.014423076994717121,1,0,0,0.2199999988079071,0.0,0.19132085144519806,1,1177.6129150390625,1081.1715087890625,0,85,149.26145935058594,0.47631579637527466,0.5654069781303406,1,0.0,331.79998779296875,0,0.48863208293914795,848,517.9280395507812,0,666.4326171875,263.7297668457031,0.1994047611951828,8192,1,0.4633517265319824,0.3461538553237915,482.4659118652344,0,0.5821731686592102,189,1,0,1,0.01308139506727457,0.0,8192,0.40014877915382385,0.4798533022403717,189,0.49298882484436035,8192,0.0029761905316263437,1,0,0.8218749761581421,0.3579545319080353,0.43313953280448914,0.011363636702299118,414.12200927734375,76,383.7986145019531,329.75,101,8192,0,4859,1,0.49606409668922424,0,0,0.0,0,3393,0.3837431073188782,0.006127451080828905,898,55,192,0.3971538245677948,0.4353814721107483,0.25367647409439087,995.4583129882812,0.3828173577785492,0.47998830676078796,0.0010416667209938169,8192,84,0.010416666977107525,1,96,0,1184,0.0,420,0.0,0,0.3916666805744171,0.49408844113349915,8192,0.004150390625,0.0,0,66,0.1770833283662796,0.41477271914482117,8192,0.49568966031074524,1,0.4000000059604645,1.0,8192,1,1385.951904296875,1,1,55,1,139,2749,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
99,0.4867287278175354,0,0.0,0.32499998807907104,81,331,376.22296142578125,0.3847891688346863,661.5755615234375,1,294,0.6825000047683716,8192,0.0,336,406.125,361.9864196777344,436,0.002259036060422659,0,0,626,0.03999999910593033,1,0,1,0.30000001192092896,0.0,0.1863829642534256,1,1095.9434814453125,1291.2384033203125,0,80,149.86782836914062,0.4734492003917694,0.38179346919059753,1,0.0,324.5625,0,0.4943430721759796,778,534.0543212890625,0,713.9854736328125,263.3349914550781,0.29605263471603394,4260,1,0.45606088638305664,0.3375000059604645,852.131591796875,0,0.6514834761619568,215,1,0,1,0.009447674266994,0.20194093883037567,663,0.4572671949863434,0.4595905840396881,220,0.0,5805,0.0,1,0,0.8719262480735779,0.301630437374115,0.5029069781303406,0.05263157933950424,448.5164489746094,137,418.8374938964844,320.7291564941406,126,8192,0,2442,1,0.486156702041626,1,0,0.0,0,578,0.0,0.0052966102957725525,891,53,281,0.471329927444458,0.4368520677089691,0.2563559412956238,815.4835815429688,0.3343432545661926,0.466086745262146,0.0,8192,77,0.0,0,113,0,5397,0.0416666679084301,117,0.0,0,0.42229729890823364,0.39357131719589233,8192,0.0064697265625,0.0,0,64,0.0,0.19078947603702545,8192,0.5001733303070068,1,1.0,1.0,8192,1,1557.7974853515625,1,1,53,1,150,939,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
101,0.4903046786785126,0,0.0,0.3541666567325592,63,225,366.54998779296875,0.4012500047683716,535.8909912109375,1,166,0.613095223903656,8192,0.0,233,459.4583435058594,355.79736328125,311,0.0037499999161809683,0,0,1105,0.009615384973585606,1,0,1,0.0,0.0,0.2575506269931793,1,1191.1474609375,1268.6090087890625,0,132,164.19300842285156,0.44897162914276123,0.43939393758773804,1,0.0,215.125,0,0.46323931217193604,1204,516.510009765625,0,686.846923828125,270.0684509277344,0.25,1809,1,0.4584338665008545,0.2788461446762085,547.1901245117188,0,0.6451861262321472,277,1,0,1,0.0045731705613434315,0.20194093883037567,1143,0.4337266683578491,0.5003194212913513,202,0.0,7311,0.0,1,0,0.8235294222831726,0.48249998688697815,0.5342987775802612,0.0390625,330.0,143,480.6875,404.2291564941406,94,8192,0,4264,0,0.496783971786499,0,0,0.0,0,1092,0.4247443974018097,0.018617020919919014,838,59,198,0.48332110047340393,0.42859217524528503,0.24202127754688263,813.3529663085938,0.3813953697681427,0.48776793479919434,0.0,8192,96,0.0,1,145,0,1192,0.0416666679084301,102,0.0,0,0.3109374940395355,0.4489177465438843,8192,0.0054931640625,0.0,0,64,0.2291666716337204,0.2786458432674408,8192,0.49901241064071655,1,0.0,1.0,8192,1,1359.72119140625,1,1,59,1,88,5163,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
103,0.49302321672439575,0,0.0,0.6319444179534912,60,203,390.68292236328125,0.41554054617881775,663.5303955078125,1,160,0.7349137663841248,8192,0.0,279,644.625,321.32745361328125,302,0.0008445946150459349,0,0,930,0.03541666641831398,1,0,1,0.0,0.0,0.2107708752155304,1,1132.11572265625,1233.9962158203125,0,206,151.53683471679688,0.4761354327201843,0.4211956560611725,1,0.0,237.0,0,0.4958588480949402,1628,533.0208129882812,0,724.84130859375,261.2069091796875,0.33173078298568726,8192,1,0.45586782693862915,0.34583333134651184,848.4880981445312,0,0.6442545056343079,157,1,0,1,0.005912162363529205,0.27048972249031067,1263,0.4719707667827606,0.491268128156662,231,0.5,8192,0.009615384973585606,1,0,0.8805803656578064,0.4036458432674408,0.4315878450870514,0.065476194024086,518.8173217773438,59,496.4513854980469,687.703125,109,8192,0,2548,1,0.4940865933895111,0,0,0.0,0,795,0.20194093883037567,0.011363636702299118,800,54,161,0.4839598834514618,0.3904973268508911,0.1875,868.7321166992188,0.32446277141571045,0.4418554902076721,0.0011160714784637094,8192,138,0.0,1,127,0,1234,0.078125,204,0.0,0,0.43292683362960815,0.4510017931461334,8192,0.007568359375,0.0,0,85,0.0416666679084301,0.2827380895614624,8192,0.49550697207450867,1,0.625,1.0,8192,1,1498.285400390625,1,1,54,1,114,6243,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
104,0.4830056130886078,0,0.0,0.3660714328289032,135,247,349.4258728027344,0.3700000047683716,627.909912109375,1,296,0.6805555820465088,8192,0.0,299,768.5625,352.9444580078125,642,0.0008333333535119891,0,0,1828,0.0069444444961845875,1,0,1,0.3888888955116272,0.0,0.17102207243442535,1,1209.8033447265625,1300.67333984375,0,366,157.44927978515625,0.48642635345458984,0.4749999940395355,1,0.0,443.4166564941406,0,0.4993394613265991,1477,556.9375,0,672.9306640625,267.59027099609375,0.2881944477558136,8192,1,0.45904073119163513,0.3819444477558136,616.8671875,0,0.6333062648773193,262,1,0,1,0.00872093066573143,0.34396424889564514,1093,0.4537104666233063,0.49804413318634033,391,0.0,1390,0.013888888992369175,1,0,0.8541666865348816,0.44951921701431274,0.4520348906517029,0.046875,584.263916015625,115,571.2589111328125,481.5833435058594,113,8192,0,1335,0,0.4997217655181885,0,0,0.0,0,776,0.0,0.01179245300590992,1019,61,322,0.483894407749176,0.42255571484565735,0.23231132328510284,788.4375,0.35309898853302,0.467072993516922,0.0,8192,73,0.0,0,133,0,1251,0.1354166716337204,290,0.0,0,0.46802327036857605,0.4305245578289032,8192,0.005859375,0.0,0,78,0.0,0.2447916716337204,8192,0.4978749752044678,1,0.0,1.0,8192,1,993.2963256835938,1,1,61,1,110,874,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
